Ubigeo,Departamento,Provincia,Distrito,Prov + Distrito,Pob. Rural ('000s),Pob. Urbana  ('000s),Education Centres Rural - 2019,Education Centres  Urban - 2019,Non-reading population 2017,Teachers - Elementary,Teachers - Secondary,Average Years of Study,Budget 2022 (S/ Mn),Expenses 2022 (S/ Mn),Income 2022 (S/ Mn),Distritos's suspicious money laundry operations 2022,People with cellphone 2022,People with internet 2022,Poverty (%),Men Illiteracy (#),Women Illiteracy (#),Agricultural Tipology 2,Area KM2,Discrimination %,*EC_Rural,*EC_Urban,*EC_SQKM,*Pop_Density,*Teachers_Pop,*Teachers_EC,*D_Month-Income_PerCapita - Pounds,*Pop_Total,*Illiteracy_Total,*Illiteracy_Pop,*Cel_Pop,*Int_Pop,Income_Zscore,_classPoverty (%),_class*D_Month-Income_PerCapita - Pounds,_class*EC_SQKM,_class*Illiteracy_Pop,_class*Teachers_EC,_classDiscrimination %,_classDistritos's suspicious money laundry operations 2022,_class*Cel_Pop,_class*Int_Pop,Vulnerability_Score,EC_SQKM_Category,Teachers_EC_SCategory,Total Education Centres - 2019,Poverty (%) Normalized
10512,AMAZONAS,LUYA,OCALLI,LUYAOCALLI,2263,1639,14,9,313,37,32,6.8,18.87261,2.0167,1.9738,473.0,3246.56,153.66,45.4,113,200,1.0,140.4538492,5.9,161.64285714285714,182.11111111111111,163.75485706517753,27.781367489927074,1.7683239364428498,3.0,8.852255253716043,3902,313,0.08021527421834956,83.20246027678112,3.937980522808816,-0.36106487030214335,1,1,1,1,1,1,1,1,1,9,Below Mean,Above Mean,23,56.788177339901466
10513,AMAZONAS,LUYA,OCUMAL,LUYAOCUMAL,3193,553,33,3,307,41,53,6.6,12.92878,2.3933,3.3486,473.0,2391.58,3.94,52.2,103,204,1.0,297.8036866,5.9,96.75757575757575,184.33333333333334,120.88500451760358,12.578756303415084,2.5093432995194873,2.611111111111111,15.643486385477843,3746,307,0.08195408435664708,63.84356647090229,0.10517885744794449,-0.3107837721904627,1,1,1,1,1,1,1,1,1,9,Below Mean,Below Mean,36,65.16256157635468
10514,AMAZONAS,LUYA,PISUQUIA,LUYAPISUQUIA,4764,411,63,6,568,67,67,6.1,122.62377,8.4722,6.421600000000001,473.0,3100.7799999999997,11.82,58.5,239,328,1.0,239.90685009999999,5.9,75.61904761904762,68.5,287.61162914372323,21.570872185779244,2.5893719806763285,1.9420289855072463,21.715555555555557,5175,567,0.10956521739130434,59.91845410628018,0.22840579710144926,-0.265827224583993,1,1,0,0,1,1,1,1,1,7,Below Mean,Below Mean,69,72.92118226600985
10515,AMAZONAS,LUYA,PROVIDENCIA,LUYAPROVIDENCIA,1133,275,20,3,121,17,20,6.4,7.91923,1.1622999999999999,1.1717,473.0,862.86,3.94,54.7,36,85,0.0,95.10615990000001,5.9,56.65,91.66666666666667,241.83501914264542,14.804508997949773,2.627840909090909,1.608695652173913,14.563032670454545,1408,121,0.0859375,61.28267045454545,0.2798295454545454,-0.3187832642113038,1,1,1,1,1,1,1,1,1,9,Below Mean,Below Mean,23,68.24137931034483
10516,AMAZONAS,LUYA,SAN CRISTOBAL,LUYASAN CRISTOBAL,118,466,1,4,79,9,7,6.0,4.39159,1.3888,1.3845,473.0,409.76,0.0,52.8,8,71,0.0,28.9294227,5.9,118.0,116.5,172.83442023196682,20.187060283093725,2.73972602739726,3.2,41.48758561643836,584,79,0.13527397260273974,70.16438356164385,0.0,-0.11943854128491053,1,1,1,0,0,1,1,1,1,7,Below Mean,Above Mean,5,65.90147783251231
10517,AMAZONAS,LUYA,SAN FRANCISCO DEL YESO,LUYASAN FRANCISCO DEL YESO,359,389,3,3,71,6,7,5.8,4.32767,1.4389,1.0257,473.0,717.08,0.0,49.1,18,53,1.0,89.78364330000001,5.9,119.66666666666667,129.66666666666666,66.8273170866079,8.331138863463785,1.7379679144385027,2.1666666666666665,23.996991978609625,748,71,0.09491978609625669,95.86631016042782,0.0,-0.2489358647705059,1,1,1,1,1,1,1,0,1,8,Below Mean,Below Mean,6,61.3448275862069
10518,AMAZONAS,LUYA,SAN JERONIMO,LUYASAN JERONIMO,455,227,5,2,81,5,0,5.3,4.3971,1.2555,1.181,473.0,685.56,3.94,47.1,20,61,1.0,173.2869177,5.9,91.0,113.5,40.39543257453877,3.9356692879764923,0.7331378299120235,0.7142857142857143,30.30425219941349,682,81,0.1187683284457478,100.0,0.5777126099706745,-0.20223800339233378,1,1,1,0,1,1,1,0,1,7,Below Mean,Below Mean,7,58.88177339901478
10519,AMAZONAS,LUYA,SAN JUAN DE LOPECANCHA,LUYASAN JUAN DE LOPECANCHA,385,74,5,1,32,5,7,6.2,4.35956,1.0756,1.0545,473.0,334.9,0.0,55.6,10,23,0.0,70.8787383,5.9,77.0,74.0,84.65161970864258,6.475848907711158,2.6143790849673203,2.0,40.20424836601307,459,33,0.0718954248366013,72.96296296296296,0.0,-0.12894014783415908,1,1,1,1,1,1,1,1,1,9,Below Mean,Below Mean,6,69.34975369458128
10520,AMAZONAS,LUYA,SANTA CATALINA,LUYASANTA CATALINA,1621,436,15,2,156,25,16,6.1,11.52157,2.0187,1.9152,473.0,1776.94,7.88,60.3,45,111,1.0,133.9627255,5.9,108.06666666666666,218.0,126.9009714198447,15.355017541801207,1.9931939718035974,2.411764705882353,16.29363150218765,2057,156,0.07583859990277103,86.38502673796792,0.383082158483228,-0.3059702104421033,1,1,1,1,1,1,1,1,1,9,Below Mean,Below Mean,17,75.13793103448275
10521,AMAZONAS,LUYA,SANTO TOMAS,LUYASANTO TOMAS,2270,937,24,5,242,34,25,6.5,17.72684,1.8782999999999999,1.7486,473.0,2746.18,248.22,47.0,60,182,1.0,74.1058737,5.9,94.58333333333333,187.4,391.33200314727543,43.275921865286634,1.8397256002494544,2.0344827586206895,9.541783598378546,3207,242,0.07545993140006237,85.63080760835672,7.739943872778297,-0.3559597219606871,1,1,0,1,1,1,1,1,0,7,Below Mean,Below Mean,29,58.758620689655174
10522,AMAZONAS,LUYA,TINGO,LUYATINGO,566,782,8,3,93,12,8,7.1,4.44166,1.7009,1.7213,473.0,1268.68,66.98,40.0,24,69,1.0,88.9949335,5.9,70.75,260.6666666666667,123.60254193571592,15.146929684485915,1.483679525222552,1.8181818181818181,22.34625370919881,1348,93,0.06899109792284866,94.11572700296736,4.968842729970327,-0.26115764477925363,1,1,1,1,1,1,1,0,0,7,Below Mean,Below Mean,11,50.137931034482754
10523,AMAZONAS,LUYA,TRITA,LUYATRITA,537,893,4,5,140,14,10,6.5,6.91492,1.3277,1.292,473.0,1000.76,3.94,50.1,39,101,1.0,10.411288800000001,5.9,134.25,178.6,864.4462921823857,137.35091086897904,1.6783216783216783,2.6666666666666665,15.811188811188812,1430,140,0.0979020979020979,69.98321678321679,0.2755244755244755,-0.3095421324999354,1,1,0,1,1,1,1,1,1,8,Below Mean,Below Mean,9,62.57635467980296
10602,AMAZONAS,RODRIGUEZ DE MENDOZA,CHIRIMOTO,RODRIGUEZ DE MENDOZACHIRIMOTO,2593,66,28,1,144,27,15,6.6,8.77596,1.9,1.1778,473.0,2210.34,0.0,38.4,53,90,1.0,123.38927269999999,5.9,92.60714285714286,66.0,235.02853502109994,21.549685331762234,1.5795411808950734,1.4482758620689655,7.751598345242573,2659,143,0.05377961639714178,83.12673937570516,0.0,-0.3692139432652803,1,1,1,1,1,1,1,1,1,9,Below Mean,Below Mean,29,48.16748768472906
10603,AMAZONAS,RODRIGUEZ DE MENDOZA,COCHAMAL,RODRIGUEZ DE MENDOZACOCHAMAL,83,541,1,3,22,6,8,7.9,7.72234,2.6967,3.9626,473.0,500.38,0.0,33.4,6,16,1.0,148.8680899,5.9,83.0,180.33333333333334,26.869425158117785,4.191630324666375,2.2435897435897436,3.5,111.13060897435898,624,22,0.035256410256410256,80.18910256410257,0.0,0.3961863317777216,1,0,1,1,0,1,1,1,1,7,Below Mean,Above Mean,4,42.00985221674877
10604,AMAZONAS,RODRIGUEZ DE MENDOZA,HUAMBO,RODRIGUEZ DE MENDOZAHUAMBO,1993,808,10,5,237,18,15,6.8,120.58219,1.8901,1.8919000000000001,473.0,2036.98,23.64,23.0,79,158,1.0,63.819711299999994,5.9,199.3,161.6,235.03710208729825,43.889261529768156,1.1781506604784007,2.2,11.820153516601215,2801,237,0.08461263834344877,72.72331310246341,0.843984291324527,-0.3390910660174256,0,1,1,1,1,1,1,1,1,8,Below Mean,Below Mean,15,29.20197044334975
10605,AMAZONAS,RODRIGUEZ DE MENDOZA,LIMABAMBA,RODRIGUEZ DE MENDOZALIMABAMBA,2056,448,11,3,114,12,11,6.9,52.20028,5.8007,2.3384,473.0,1552.36,3.94,37.4,43,72,1.0,505.47674639999997,5.9,186.9090909090909,149.33333333333334,27.696625215121866,4.953739252761797,0.9185303514376997,1.6428571428571428,16.3426517571885,2504,115,0.045926517571884984,61.99520766773162,0.15734824281150162,-0.3056072729712183,1,1,1,1,1,1,1,1,1,9,Below Mean,Below Mean,14,46.935960591133004
10606,AMAZONAS,RODRIGUEZ DE MENDOZA,LONGAR,RODRIGUEZ DE MENDOZALONGAR,801,909,2,3,138,11,8,7.3,4.47003,1.1259000000000001,1.0065,473.0,1461.74,27.58,25.8,62,76,1.0,66.6848318,5.9,400.5,303.0,74.97956979176185,25.643012868782552,1.1111111111111112,3.8,10.300438596491228,1710,138,0.08070175438596491,85.48187134502923,1.6128654970760232,-0.35034277185945784,1,1,1,1,0,1,1,1,1,8,Below Mean,Above Mean,5,32.65024630541872
10607,AMAZONAS,RODRIGUEZ DE MENDOZA,MARISCAL BENAVIDES,RODRIGUEZ DE MENDOZAMARISCAL BENAVIDES,518,1050,4,5,102,10,8,7.7,4.59763,1.3528,1.1610999999999998,473.0,1591.76,27.58,22.1,39,63,1.0,166.16015670000002,5.9,129.5,210.0,54.16460948727547,9.436678630671993,1.1479591836734695,2.0,12.958705357142854,1568,102,0.06505102040816327,100.0,1.7589285714285714,-0.3306614255459405,0,1,1,1,1,1,1,0,1,7,Below Mean,Below Mean,9,28.093596059113302
10608,AMAZONAS,RODRIGUEZ DE MENDOZA,MILPUC,RODRIGUEZ DE MENDOZAMILPUC,204,265,2,3,35,3,7,6.2,4.32079,0.8734,0.8617,473.0,539.78,3.94,31.6,17,18,1.0,35.0325344,5.9,102.0,88.33333333333333,142.72447271185723,13.387555540372208,2.1321961620469083,2.0,32.15298507462686,469,35,0.07462686567164178,100.0,0.8400852878464818,-0.1885503056424888,1,1,1,1,1,1,1,0,1,8,Below Mean,Below Mean,5,39.793103448275865
10609,AMAZONAS,RODRIGUEZ DE MENDOZA,OMIA,RODRIGUEZ DE MENDOZAOMIA,8875,583,92,7,505,123,90,6.6,21.71398,5.2,6.996899999999999,473.0,6493.12,63.04,39.5,169,336,1.0,183.9941895,5.9,96.46739130434783,83.28571428571429,538.0604695671653,51.40379718349747,2.252061746669486,2.1515151515151514,12.946262423345313,9458,505,0.05339395220976951,68.65214633114823,0.6665256925354197,-0.3307535508709269,1,1,0,1,1,1,1,1,1,8,Below Mean,Below Mean,99,49.522167487684726
10601,AMAZONAS,RODRIGUEZ DE MENDOZA,SAN NICOLAS,RODRIGUEZ DE MENDOZASAN NICOLAS,1074,5130,5,9,222,47,63,9.0,67.21519,7.7231000000000005,6.089899999999999,473.0,6016.38,614.64,20.8,66,156,1.0,83.2651861,5.9,214.8,570.0,168.13749726309686,74.50893093001807,1.773049645390071,7.857142857142857,17.17815119277885,6204,222,0.035783365570599614,96.97582205029013,9.90715667311412,-0.29942137997507257,0,1,1,1,0,1,1,0,0,5,Below Mean,Above Mean,14,26.492610837438423
10610,AMAZONAS,RODRIGUEZ DE MENDOZA,SANTA ROSA,RODRIGUEZ DE MENDOZASANTA ROSA,380,159,2,2,54,3,0,6.0,11.18027,1.3147,1.3327,473.0,563.42,3.94,24.5,15,40,1.0,15.7548233,5.9,190.0,79.5,253.89050221845395,34.21174517393667,0.5565862708719851,0.75,43.26948051948051,539,55,0.10204081632653061,100.0,0.7309833024118738,-0.10624570029536776,0,1,1,1,1,1,1,0,1,7,Below Mean,Below Mean,4,31.04926108374384
10611,AMAZONAS,RODRIGUEZ DE MENDOZA,TOTORA,RODRIGUEZ DE MENDOZATOTORA,229,66,1,2,25,2,0,6.9,4.42406,6.7417,0.7806000000000001,473.0,354.6,0.0,23.0,13,12,1.0,16.1716386,5.9,229.0,33.0,185.5099581560028,18.24181255200694,0.6779661016949152,0.6666666666666666,46.306779661016954,295,25,0.0847457627118644,100.0,0.0,-0.0837580639350222,0,1,1,1,1,1,1,0,1,7,Below Mean,Below Mean,3,29.20197044334975
10612,AMAZONAS,RODRIGUEZ DE MENDOZA,VISTA ALEGRE,RODRIGUEZ DE MENDOZAVISTA ALEGRE,2939,360,24,2,287,26,12,6.0,49.9439,4.1945,4.6567,473.0,1276.56,0.0,51.2,105,182,1.0,702.9610262,5.9,122.45833333333333,180.0,36.98640327266553,4.693005553712446,1.151864201273113,1.4615384615384615,24.702106698999696,3299,287,0.08699605941194301,38.695362230979086,0.0,-0.24371531760489562,1,1,1,1,1,1,1,1,1,9,Below Mean,Below Mean,26,63.93103448275862
10701,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,UTCUBAMBABAGUA GRANDE,16757,39007,178,84,3803,428,405,8.4,354.55764,51.375,44.4669,473.0,48241.36,4925.0,24.5,1176,2627,1.0,591.9202726,5.9,94.14044943820225,464.3690476190476,442.62717823325994,94.20863346183017,1.493795280109031,3.1793893129770994,13.954715407789973,55764,3803,0.06819812065131627,86.50986299404634,8.831862850584606,-0.3232871397787271,0,1,0,1,0,1,1,1,0,5,Below Mean,Above Mean,262,31.04926108374384
10702,AMAZONAS,UTCUBAMBA,CAJARURO,UTCUBAMBACAJARURO,16609,8495,165,34,2593,242,228,6.6,83.44612,17.5289,18.0698,473.0,19928.52,157.6,35.9,864,1729,1.0,1484.6923115,5.9,100.66060606060606,249.85294117647058,134.03450564039645,16.908553917570416,1.8722115997450606,2.3618090452261304,12.596458731676227,25104,2593,0.10329031230082855,79.3838432122371,0.6277884002549394,-0.3333434367692852,1,1,1,1,1,1,1,1,1,9,Below Mean,Below Mean,199,45.08866995073891
10703,AMAZONAS,UTCUBAMBA,CUMBA,UTCUBAMBACUMBA,5559,3309,68,8,851,78,89,6.5,33.67776,9.5912,6.7253,473.0,6717.7,43.339999999999996,37.4,240,611,1.0,248.1277741,5.9,81.75,413.625,306.293804777254,35.73965079953538,1.8831754623364907,2.1973684210526314,13.271622688317544,8868,851,0.09596301308073973,75.75214253495714,0.48872350022552996,-0.3283446398668235,1,1,0,1,1,1,1,1,1,8,Below Mean,Below Mean,76,46.935960591133004
10704,AMAZONAS,UTCUBAMBA,EL MILAGRO,UTCUBAMBAEL MILAGRO,3289,3097,28,15,527,47,38,7.2,23.61664,8.8976,5.915,473.0,4137.0,141.84,26.7,193,334,1.0,251.88513650000002,5.9,117.46428571428571,206.46666666666667,170.71273278564414,25.35282585044473,1.3310366426558096,1.9767441860465116,16.209285937989353,6386,527,0.0825242718446602,64.78233636078923,2.2211086752270592,-0.30659469037901865,1,1,1,1,1,1,1,1,1,9,Below Mean,Below Mean,43,33.758620689655174
10705,AMAZONAS,UTCUBAMBA,JAMALCA,UTCUBAMBAJAMALCA,5914,1405,65,9,594,73,89,6.7,104.74561,13.469,17.1127,473.0,5527.82,90.62,35.5,197,398,1.0,283.0830393,5.9,90.98461538461538,156.11111111111111,261.40739545182635,25.854604423134013,2.2134171334881816,2.189189189189189,40.917099330509636,7319,595,0.08129525891515234,75.52698456073233,1.2381472878808581,-0.12366232285818014,1,1,1,1,1,1,1,1,1,9,Below Mean,Below Mean,74,44.59605911330049
10706,AMAZONAS,UTCUBAMBA,LONYA GRANDE,UTCUBAMBALONYA GRANDE,6920,4017,69,16,942,86,81,7.1,35.24582,7.8493,10.662600000000001,473.0,10180.96,173.35999999999999,32.3,305,637,1.0,297.1160374,5.9,100.28985507246377,251.0625,286.08351384804786,36.81053401124823,1.526926945231782,1.964705882352941,17.06093992868246,10937,942,0.08612965164121789,93.08731827740696,1.5850781750022858,-0.3002891918571129,1,1,0,1,1,1,1,0,1,7,Below Mean,Below Mean,85,40.655172413793096
10707,AMAZONAS,UTCUBAMBA,YAMON,UTCUBAMBAYAMON,2628,592,32,3,318,29,40,7.1,28.35275,9.4344,3.5604,473.0,2446.74,7.88,38.4,105,213,1.0,111.70262840000001,5.9,82.125,197.33333333333334,313.331928722995,28.82653744251554,2.142857142857143,1.9714285714285715,19.35,3220,318,0.09875776397515527,75.98571428571428,0.24472049689440992,-0.2833413878733616,1,1,0,1,1,1,1,1,1,8,Below Mean,Below Mean,35,48.16748768472906
20201,ANCASH,AIJA,AIJA,AIJAAIJA,1061,1069,16,7,87,26,20,9.0,93.04659,14.1202,12.417399999999999,354.0,1635.1,228.52,20.7,20,66,0.0,134.041021,9.0,66.3125,152.71428571428572,171.5892629615228,15.890657830784503,2.15962441314554,2.0,102.02089201877932,2130,86,0.04037558685446009,76.76525821596243,10.728638497652582,0.32873956651141945,0,0,1,1,1,1,1,1,0,6,Below Mean,Below Mean,23,26.369458128078815
20202,ANCASH,AIJA,CORIS,AIJACORIS,1302,417,25,4,140,24,32,6.9,27.45764,7.1612,9.392100000000001,354.0,1339.6,7.88,40.2,40,100,0.0,213.43500179999998,9.0,52.08,104.25,135.87274699758268,8.05397420996016,3.2577079697498545,1.9310344827586208,95.6147469458988,1719,140,0.08144269924374636,77.92902850494472,0.4584060500290867,0.281309578829112,1,0,1,1,1,1,1,1,1,8,Below Mean,Below Mean,29,50.38423645320197
20203,ANCASH,AIJA,HUACLLAN,AIJAHUACLLAN,161,227,3,3,19,5,9,7.9,6.61907,3.6265,3.7215,354.0,244.28,3.94,27.1,6,13,1.0,32.9158916,9.0,53.666666666666664,75.66666666666667,182.2827731028255,11.78761932731605,3.608247422680412,2.3333333333333335,167.85115979381445,388,19,0.04896907216494845,62.95876288659794,1.0154639175257731,0.8161354581391067,1,0,1,1,1,1,1,1,1,8,Below Mean,Below Mean,6,34.251231527093594
20204,ANCASH,AIJA,LA MERCED,AIJALA MERCED,1369,281,26,3,109,27,40,7.5,19.02119,4.3138000000000005,5.459,354.0,1284.44,7.88,39.6,18,91,0.0,130.00920299999999,9.0,52.65384615384615,93.66666666666667,223.0611320646278,12.691409238159856,4.0606060606060606,2.310344827586207,57.89848484848485,1650,109,0.06606060606060606,77.84484848484848,0.47757575757575754,0.002064911973846293,1,0,1,1,1,1,1,1,1,8,Below Mean,Below Mean,29,49.645320197044335
20205,ANCASH,AIJA,SUCCHA,AIJASUCCHA,440,312,6,3,43,10,9,7.8,8.43073,3.3583000000000003,3.4272,354.0,866.8,0.0,23.0,10,33,1.0,64.1060614,9.0,73.33333333333333,104.0,140.39234049714995,11.730560005984083,2.5265957446808507,2.111111111111111,79.75531914893617,752,43,0.057180851063829786,100.0,0.0,0.1638891244839921,0,0,1,1,1,1,1,0,1,6,Below Mean,Below Mean,9,29.20197044334975
20302,ANCASH,ANTONIO RAYMONDI,ACZO,ANTONIO RAYMONDIACZO,1186,828,19,3,180,24,43,7.5,10.53264,3.0503,3.459,354.0,1505.08,3.94,48.3,42,138,0.0,56.0690472,9.0,62.421052631578945,276.0,392.3733521193133,35.91999687128623,3.326713008937438,3.0454545454545454,30.055858987090367,2014,180,0.08937437934458789,74.73088381330685,0.19563058589870905,-0.20407706368004547,1,1,0,1,1,1,1,1,1,8,Below Mean,Above Mean,22,60.359605911330036
20303,ANCASH,ANTONIO RAYMONDI,CHACCHO,ANTONIO RAYMONDICHACCHO,971,462,9,5,195,19,18,6.9,12.7821,4.1131,4.4852,354.0,1292.32,3.94,44.6,57,139,0.0,59.2633714,9.0,107.88888888888889,92.4,236.23360718894236,24.180197078696743,2.5819958129797627,2.642857142857143,54.773900907187716,1433,196,0.13677599441730634,90.18283321702721,0.2749476622470342,-0.021068965914033167,1,0,1,0,1,1,1,1,1,7,Below Mean,Below Mean,14,55.80295566502463
20304,ANCASH,ANTONIO RAYMONDI,CHINGAS,ANTONIO RAYMONDICHINGAS,1049,900,11,4,181,23,20,8.0,79.34367,3.8491999999999997,5.3748000000000005,354.0,1851.8,11.82,31.9,48,132,0.0,40.5746579,9.0,95.36363636363636,225.0,369.6888840558777,48.034909001660374,2.2062596203181117,2.8666666666666667,48.26013340174449,1949,180,0.09235505387378143,95.0128270908158,0.6064648537711648,-0.06929577143182773,1,1,0,1,1,1,1,0,1,7,Below Mean,Below Mean,15,40.162561576354676
20301,ANCASH,ANTONIO RAYMONDI,LLAMELLIN,ANTONIO RAYMONDILLAMELLIN,1569,1888,16,11,331,35,35,8.3,88.41498,10.945799999999998,15.9807,354.0,3163.82,59.1,25.2,82,248,0.0,78.9844457,9.0,98.0625,171.63636363636363,341.8394566260785,43.768111168753826,2.02487706103558,2.5925925925925926,80.89738212322823,3457,330,0.09545849002024877,91.51923633207984,1.7095747758171824,0.17234476078114752,1,0,0,1,1,1,1,0,1,6,Below Mean,Below Mean,27,31.911330049261082
20305,ANCASH,ANTONIO RAYMONDI,MIRGAS,ANTONIO RAYMONDIMIRGAS,2984,1306,38,9,664,60,64,6.0,34.70689,16.9041,11.4645,354.0,3364.7599999999998,19.7,53.3,170,494,0.0,142.1907439,9.0,78.52631578947368,145.11111111111111,330.54190948641633,30.170740248866508,2.8904428904428907,2.6382978723404253,46.76660839160839,4290,664,0.1547785547785548,78.43263403263403,0.4592074592074592,-0.08035357172015634,1,1,0,0,1,1,1,1,1,7,Below Mean,Below Mean,47,66.51724137931035
20306,ANCASH,ANTONIO RAYMONDI,SAN JUAN DE RONTOY,ANTONIO RAYMONDISAN JUAN DE RONTOY,1021,196,6,6,108,11,19,6.6,7.69652,2.5631,2.7194000000000003,354.0,858.92,19.7,40.1,24,84,0.0,84.8116424,9.0,170.16666666666666,32.666666666666664,141.49000845195283,14.34944502383555,2.4650780608052587,2.5,39.103944124897296,1217,108,0.08874281018898932,70.57682826622843,1.6187345932621198,-0.13708660970931072,1,1,1,1,1,1,1,1,1,9,Below Mean,Below Mean,12,50.26108374384236
20402,ANCASH,ASUNCION,ACOCHACA,ASUNCIONACOCHACA,2777,261,31,3,672,43,47,5.8,19.0832,4.4157,4.7902,354.0,3175.64,15.76,37.9,186,487,0.0,62.491378600000004,9.0,89.58064516129032,87.0,544.0750510183176,48.61470602922496,2.9624753127057275,2.6470588235294117,27.59331797235023,3038,673,0.22152732060566163,100.0,0.5187623436471362,-0.22230929049781611,1,1,0,0,1,1,1,0,1,6,Below Mean,Below Mean,34,47.551724137931025
20401,ANCASH,ASUNCION,CHACAS,ASUNCIONCHACAS,2768,2067,29,18,699,53,126,7.2,65.85665,9.7942,9.0065,354.0,3936.06,153.66,30.4,210,489,0.0,369.32130010000003,9.0,95.44827586206897,114.83333333333333,127.26046395719379,13.091581770915573,3.7021716649431227,3.8085106382978724,32.59850051706308,4835,699,0.14457083764219233,81.4076525336091,3.178076525336091,-0.18525178653206753,1,1,1,0,0,1,1,1,1,7,Below Mean,Above Mean,47,38.315270935960584
20502,ANCASH,BOLOGNESI,ABELARDO PARDO LEZAMETA,BOLOGNESIABELARDO PARDO LEZAMETA,46,214,0,3,11,2,9,10.6,5.59752,1.4303,1.7869000000000002,354.0,405.82,0.0,22.7,3,7,0.0,9.1245421,9.0,,71.33333333333333,328.7836219200523,28.494580566404533,4.230769230769231,3.6666666666666665,120.27211538461539,260,10,0.038461538461538464,100.0,0.0,0.4638684606560856,0,0,0,1,0,1,1,0,1,4,Below Mean,Above Mean,3,28.83251231527093
20503,ANCASH,BOLOGNESI,ANTONIO RAYMONDI,BOLOGNESIANTONIO RAYMONDI,690,356,9,3,139,13,9,7.0,10.1288,3.0576999999999996,3.8684000000000003,354.0,831.34,15.76,42.1,13,126,0.0,99.8776263,9.0,76.66666666666667,118.66666666666667,120.14702836404912,10.472815972399616,2.1032504780114722,1.8333333333333333,64.71988527724666,1046,139,0.13288718929254303,79.47801147227534,1.5066921606118546,0.0525693783309874,1,0,1,0,1,1,1,1,1,7,Below Mean,Below Mean,12,52.724137931034484
20504,ANCASH,BOLOGNESI,AQUIA,BOLOGNESIAQUIA,1049,1155,14,6,168,29,22,7.3,18.29652,5.6386,5.7374,354.0,1808.46,31.52,28.5,46,123,0.0,362.16305800000004,9.0,74.92857142857143,192.5,55.22374399655085,6.085656588419904,2.3139745916515424,2.55,45.55558076225045,2204,169,0.07667876588021778,82.05353901996371,1.4301270417422867,-0.08931981036912809,1,1,1,1,1,1,1,1,1,9,Below Mean,Below Mean,20,35.97536945812808
20505,ANCASH,BOLOGNESI,CAJACAY,BOLOGNESICAJACAY,1101,710,10,3,129,21,17,8.3,13.55639,5.2874,7.5213,354.0,1390.82,11.82,22.1,41,88,1.0,158.9792228,9.0,110.1,236.66666666666666,81.7716917408405,11.39142567251247,2.0982882385422417,2.923076923076923,72.67959690778575,1811,129,0.07123136388735506,76.79845389287686,0.6526780784097184,0.11150170351191442,0,0,1,1,1,1,1,1,1,7,Below Mean,Below Mean,13,28.093596059113302
20506,ANCASH,BOLOGNESI,CANIS,BOLOGNESICANIS,12,316,0,2,18,1,0,8.7,5.70696,1.1985,1.7585,354.0,354.6,0.0,33.3,4,14,1.0,16.5325663,9.0,,158.0,120.97335426986918,19.839630100258542,0.3048780487804878,0.5,93.82240853658536,328,18,0.054878048780487805,100.0,0.0,0.2680394159294076,1,0,1,1,1,1,1,0,1,7,Below Mean,Below Mean,2,41.88669950738916
20501,ANCASH,BOLOGNESI,CHIQUIAN,BOLOGNESICHIQUIAN,270,3790,6,10,133,39,45,9.6,128.71705,16.9634,16.0119,354.0,3581.46,319.14,17.4,22,110,0.0,154.3979536,9.0,45.0,379.0,103.62831648307547,26.2956853075804,2.0689655172413794,5.25,69.01681034482759,4060,132,0.03251231527093596,88.21330049261084,7.860591133004926,0.08438306670497259,0,0,1,1,0,1,1,1,0,5,Below Mean,Above Mean,16,22.30541871921182
20507,ANCASH,BOLOGNESI,COLQUIOC,BOLOGNESICOLQUIOC,723,1741,11,5,72,18,27,9.4,49.246,5.6673,7.5828,354.0,1635.1,55.16,13.5,15,57,1.0,252.0812108,9.0,65.72727272727273,348.2,63.47160880901323,9.774627756588037,1.8262987012987013,2.8125,53.85511363636363,2464,72,0.02922077922077922,66.35957792207792,2.2386363636363633,-0.027871507605186637,0,0,1,1,1,1,1,1,1,7,Below Mean,Below Mean,16,17.502463054187192
20508,ANCASH,BOLOGNESI,HUALLANCA,BOLOGNESIHUALLANCA,1091,5658,14,16,382,61,60,8.0,55.34585,13.1095,18.007099999999998,354.0,4751.64,153.66,28.6,84,299,0.0,671.8098105,9.0,77.92857142857143,353.625,44.65549554519344,10.04599798115035,1.792858201214995,4.033333333333333,46.69199140613423,6749,383,0.05674914802192917,70.40509705141503,2.2767817454437695,-0.08090602294654407,1,1,1,1,0,1,1,1,1,8,Below Mean,Above Mean,30,36.09852216748769
20509,ANCASH,BOLOGNESI,HUASTA,BOLOGNESIHUASTA,342,1162,17,3,81,22,24,7.5,14.38339,3.5437,4.2811,354.0,1268.68,43.339999999999996,36.3,20,61,0.0,321.7109079,9.0,20.11764705882353,387.3333333333333,62.16761542389716,4.675004679877067,3.0585106382978724,2.3,49.81333111702128,1504,81,0.0538563829787234,84.35372340425532,2.8816489361702122,-0.05779616477826793,1,0,1,1,1,1,1,1,1,8,Below Mean,Below Mean,20,45.58128078817734
